Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,CustLat,CustLon,FactLat,FactLon,Distance_mi,BaseDays,LeadTime_days
80,US-2021-117163-CHO-SCR-58000,27-01-2024,26-07-2026,Standard Class,117163,United States,San Diego,California,92037,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,1.4398947340669088
81,US-2021-100328-CHO-MIL-31000,28-01-2024,27-07-2026,Standard Class,100328,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,3.645591812904425
82,US-2021-134103-CHO-NUT-13000,30-01-2024,28-07-2026,Standard Class,134103,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,43.3266,-84.5361,32.881893,-111.768036,1635.8269360528968,4.2716538721057935,6.693170865368087
83,US-2021-134103-CHO-NUT-13000,30-01-2024,28-07-2026,Standard Class,134103,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,43.3266,-84.5361,32.881893,-111.768036,1635.8269360528968,4.2716538721057935,7.589796043951903
84,US-2021-115161-CHO-MIL-31000,31-01-2024,26-07-2026,First Class,115161,United States,Mission Viejo,California,92691,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,2.81604327649467
85,US-2021-140795-CHO-SCR-58000,01-02-2024,27-07-2026,First Class,140795,United States,Green Bay,Wisconsin,54302,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,44.2685,-89.6165,32.881893,-111.768036,1423.7733751493147,3.8475467502986294,1.6617331678646274
86,US-2021-123400-CHO-MIL-31000,02-02-2024,02-08-2026,Standard Class,123400,United States,Saint Petersburg,Florida,33710,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,27.7663,-81.6868,32.076176,-81.088371,299.7214298619735,1.599442859723947,1.9977586547182913
87,US-2021-139857-CHO-FUD-51000,02-02-2024,30-07-2026,Standard Class,139857,United States,San Diego,California,92037,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,3.7622715599092826
88,US-2021-123400-CHO-TRI-54000,02-02-2024,02-08-2026,Standard Class,123400,United States,Saint Petersburg,Florida,33710,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,27.7663,-81.6868,32.076176,-81.088371,299.7214298619735,1.599442859723947,2.662165177313668
89,US-2021-111059-CHO-NUT-13000,03-02-2024,30-07-2026,Second Class,111059,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,2.8243827011442737
90,US-2021-111059-CHO-SCR-58000,03-02-2024,30-07-2026,Second Class,111059,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,3.65880481064859
91,US-2021-104808-CHO-FUD-51000,04-02-2024,01-08-2026,Second Class,104808,United States,Escondido,California,92025,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.0976286166435143
92,US-2021-107181-CHO-TRI-54000,04-02-2024,01-08-2026,Standard Class,107181,United States,San Diego,California,92024,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.851564620210283
93,US-2021-107181-OTH-KAZ-38000,04-02-2024,01-08-2026,Standard Class,107181,United States,San Diego,California,92024,Other,Pacific,OTH-KAZ-38000,Kazookles,13.0,4,1.0,12.0,Secret Factory,36.7783,-119.4179,41.446333,-90.565487,1571.2464205037732,4.142492841007546,5.652096786409437
94,US-2021-108182-CHO-NUT-13000,06-02-2024,03-08-2026,Second Class,108182,United States,Romeoville,Illinois,60441,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,3.4554922786629865
95,US-2021-131905-CHO-TRI-54000,06-02-2024,02-08-2026,First Class,131905,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,37.7693,-78.1699,32.076176,-81.088371,426.32698189990447,1.852653963799809,1.0
96,US-2021-131905-CHO-NUT-13000,06-02-2024,02-08-2026,First Class,131905,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,37.7693,-78.1699,32.881893,-111.768036,1911.9687012678346,4.82393740253567,1.723550483015707
97,US-2021-131905-CHO-MIL-31000,06-02-2024,02-08-2026,First Class,131905,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,37.7693,-78.1699,32.076176,-81.088371,426.32698189990447,1.852653963799809,1.3484885999315461
98,US-2021-169390-CHO-MIL-31000,07-02-2024,03-08-2026,Second Class,169390,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,2.756397099860201
99,US-2021-107755-CHO-FUD-51000,07-02-2024,05-08-2026,Standard Class,107755,United States,Linden,New Jersey,7036,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,40.2989,-74.521,32.881893,-111.768036,2110.827233452712,5.221654466905424,7.836572465672104
100,US-2021-125759-OTH-GUM-21000,08-02-2024,02-08-2026,First Class,125759,United States,North Las Vegas,Nevada,89031,Other,Pacific,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,Secret Factory,38.3135,-117.0554,41.446333,-90.565487,1414.452998973001,3.828905997946002,2.1096738920674833
101,US-2021-168368-CHO-TRI-54000,11-02-2024,08-08-2026,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,38.4561,-92.2884,32.076176,-81.088371,768.9223748628988,2.5378447497257977,1.4055481560854661
102,US-2021-168368-CHO-TRI-54000,11-02-2024,08-08-2026,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,38.4561,-92.2884,32.076176,-81.088371,768.9223748628988,2.5378447497257977,2.2013284915135105
103,US-2021-127614-CHO-MIL-31000,11-02-2024,08-08-2026,Standard Class,127614,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,37.7693,-78.1699,32.076176,-81.088371,426.32698189990447,1.852653963799809,2.504809332478298
104,US-2021-127614-CHO-MIL-31000,11-02-2024,08-08-2026,Standard Class,127614,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,37.7693,-78.1699,32.076176,-81.088371,426.32698189990447,1.852653963799809,2.137159130322418
105,US-2021-168368-CHO-NUT-13000,11-02-2024,08-08-2026,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,38.4561,-92.2884,32.881893,-111.768036,1155.7208948586997,3.3114417897173993,3.182413220384592
106,US-2021-168368-CHO-SCR-58000,11-02-2024,08-08-2026,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,38.4561,-92.2884,32.881893,-111.768036,1155.7208948586997,3.3114417897173993,3.63468247516903
107,US-2021-168368-CHO-SCR-58000,11-02-2024,08-08-2026,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,38.4561,-92.2884,32.881893,-111.768036,1155.7208948586997,3.3114417897173993,4.820390510685824
108,US-2021-168368-CHO-TRI-54000,11-02-2024,08-08-2026,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,38.4561,-92.2884,32.076176,-81.088371,768.9223748628988,2.5378447497257977,2.6775069999912686
109,US-2021-127614-CHO-SCR-58000,11-02-2024,08-08-2026,Standard Class,127614,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,37.7693,-78.1699,32.881893,-111.768036,1911.9687012678346,4.82393740253567,7.4419464163817155
110,US-2021-110674-CHO-SCR-58000,12-02-2024,11-08-2026,Standard Class,110674,United States,Concord,California,94521,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.9703931331346896
111,US-2021-121762-CHO-FUD-51000,14-02-2024,11-08-2026,Standard Class,121762,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,3.337269323997624
112,US-2021-107706-CHO-MIL-31000,14-02-2024,12-08-2026,Second Class,107706,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,31.9686,-99.9018,32.076176,-81.088371,1099.9496026189775,3.199899205237955,3.1786881048785816
113,US-2021-121762-CHO-SCR-58000,14-02-2024,11-08-2026,Standard Class,121762,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,4.920470464189679
114,US-2021-121762-CHO-SCR-58000,14-02-2024,11-08-2026,Standard Class,121762,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,6.842879986225086
115,US-2021-165568-CHO-SCR-58000,15-02-2024,12-08-2026,Standard Class,165568,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,4.718397524411959
116,US-2021-122567-CHO-FUD-51000,16-02-2024,14-08-2026,Standard Class,122567,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,3.8234422030477333
117,US-2021-122567-CHO-TRI-54000,16-02-2024,14-08-2026,Standard Class,122567,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,31.9686,-99.9018,32.076176,-81.088371,1099.9496026189775,3.199899205237955,4.772079392092738
118,US-2021-154165-CHO-MIL-31000,17-02-2024,17-08-2026,Standard Class,154165,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,45.5,14,29.54,15.96,Wicked Choccy's,40.3495,-88.9861,32.076176,-81.088371,720.340311870563,2.440680623741126,2.726078505516063
119,US-2021-165589-CHO-TRI-54000,18-02-2024,11-08-2026,Same Day,165589,United States,Lubbock,Texas,79424,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,31.9686,-99.9018,32.076176,-81.088371,1099.9496026189775,3.199899205237955,1.8742280131834028
120,US-2021-152905-CHO-FUD-51000,18-02-2024,17-08-2026,Standard Class,152905,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,4.183750755330263
121,US-2021-109491-CHO-MIL-31000,20-02-2024,19-08-2026,Standard Class,109491,United States,Richmond,Indiana,47374,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,39.8494,-86.2583,32.076176,-81.088371,609.2429472395762,2.2184858944791523,3.960554399353166
122,US-2021-164903-CHO-SCR-58000,20-02-2024,17-08-2026,Standard Class,164903,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.302439901911832
123,US-2021-109491-CHO-MIL-31000,20-02-2024,19-08-2026,Standard Class,109491,United States,Richmond,Indiana,47374,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,39.8494,-86.2583,32.076176,-81.088371,609.2429472395762,2.2184858944791523,4.449964290467608
124,US-2021-165540-CHO-TRI-54000,21-02-2024,18-08-2026,Standard Class,165540,United States,Woodstock,Illinois,60098,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,40.3495,-88.9861,32.076176,-81.088371,720.340311870563,2.440680623741126,2.539540085377864
125,US-2021-133354-CHO-NUT-13000,22-02-2024,17-08-2026,First Class,133354,United States,Moreno Valley,California,92553,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,1.6814656213392656
126,US-2021-103744-CHO-SCR-58000,23-02-2024,20-08-2026,Standard Class,103744,United States,El Paso,Texas,79907,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,5.334568829828826
127,US-2021-103744-OTH-GUM-21000,23-02-2024,20-08-2026,Standard Class,103744,United States,El Paso,Texas,79907,Other,Interior,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,Secret Factory,31.9686,-99.9018,41.446333,-90.565487,832.7478573711554,2.6654957147423106,3.2058145120089154
128,US-2021-137680-CHO-FUD-51000,24-02-2024,23-08-2026,Standard Class,137680,United States,Medford,Oregon,97504,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,44.572,-122.0709,32.881893,-111.768036,977.7539138433775,2.955507827686755,3.9802235578479146
129,US-2021-137680-CHO-MIL-31000,24-02-2024,23-08-2026,Standard Class,137680,United States,Medford,Oregon,97504,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,44.572,-122.0709,32.076176,-81.088371,2352.2554698499116,5.704510939699823,8.636487501619847
130,US-2021-156545-CHO-FUD-51000,27-02-2024,24-08-2026,First Class,156545,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,40.3888,-82.7649,32.881893,-111.768036,1679.6183425855836,4.359236685171167,2.2127614878097406
131,US-2021-113880-CHO-NUT-13000,01-03-2024,26-08-2026,Standard Class,113880,United States,Elmhurst,Illinois,60126,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,4.335902249058895
132,US-2021-131009-CHO-SCR-58000,01-03-2024,26-08-2026,Standard Class,131009,United States,El Paso,Texas,79907,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,3.6370547090256653
133,US-2021-104269-CHO-SCR-58000,01-03-2024,27-08-2026,Second Class,104269,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,2.398347893177021
134,US-2021-131009-CHO-TRI-54000,01-03-2024,26-08-2026,Standard Class,131009,United States,El Paso,Texas,79907,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,31.9686,-99.9018,32.076176,-81.088371,1099.9496026189775,3.199899205237955,5.178722752365077
135,US-2021-168312-CHO-SCR-58000,01-03-2024,28-08-2026,Standard Class,168312,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,2.846664941793801
136,US-2021-131009-CHO-FUD-51000,01-03-2024,26-08-2026,Standard Class,131009,United States,El Paso,Texas,79907,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,4.822151853194875
137,US-2021-113880-OTH-LIC-15000,01-03-2024,26-08-2026,Standard Class,113880,United States,Elmhurst,Illinois,60126,Other,Interior,OTH-LIC-15000,Lickable Wallpaper,60.0,3,30.0,30.0,Secret Factory,40.3495,-88.9861,41.446333,-90.565487,111.93155696683849,1.2238631139336769,1.2091920370315257
138,US-2021-131009-CHO-TRI-54000,01-03-2024,26-08-2026,Standard Class,131009,United States,El Paso,Texas,79907,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,31.9686,-99.9018,32.076176,-81.088371,1099.9496026189775,3.199899205237955,4.5421995948923914
139,US-2021-168312-CHO-SCR-58000,01-03-2024,28-08-2026,Standard Class,168312,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,4.23301810307658
140,US-2021-143707-CHO-SCR-58000,01-03-2024,26-08-2026,Standard Class,143707,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,6.807039495052971
141,US-2021-107524-CHO-MIL-31000,02-03-2024,29-08-2026,Standard Class,107524,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,4.003297270857738
142,US-2021-111157-CHO-TRI-54000,02-03-2024,27-08-2026,Standard Class,111157,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,40.5908,-77.2098,32.076176,-81.088371,626.0421429510745,2.252084285902149,4.423840632279166
143,US-2021-107524-CHO-NUT-13000,02-03-2024,29-08-2026,Standard Class,107524,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,6.5057443605511525
144,US-2021-111157-CHO-MIL-31000,02-03-2024,27-08-2026,Standard Class,111157,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,40.5908,-77.2098,32.076176,-81.088371,626.0421429510745,2.252084285902149,3.525833515679067
145,US-2021-127978-CHO-TRI-54000,03-03-2024,29-08-2026,Standard Class,127978,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,40.3888,-82.7649,32.076176,-81.088371,581.4578987964325,2.162915797592865,3.4522799317880364
146,US-2021-105648-CHO-MIL-31000,03-03-2024,28-08-2026,Standard Class,105648,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.70210692520582
147,US-2021-130421-CHO-NUT-13000,03-03-2024,28-08-2026,Standard Class,130421,United States,Houston,Texas,77095,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,2.592643760478378
148,US-2021-155852-CHO-FUD-51000,03-03-2024,28-08-2026,Second Class,155852,United States,Wilmington,North Carolina,28403,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,35.6301,-79.8064,32.881893,-111.768036,1825.8065527420308,4.651613105484062,3.5952478150166405
149,US-2021-127964-CHO-SCR-58000,03-03-2024,29-08-2026,Standard Class,127964,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,8.209284200693652
150,US-2021-127964-CHO-SCR-58000,03-03-2024,29-08-2026,Standard Class,127964,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,8.029318686786684
